コード,県,ブロック,郡市,区町村,国籍区分,性別,年齢区分,内容,期間,増減数,出生,死亡,転入（県内）,転入（北海道・東北）,転入（北関東）,転入（南関東）,転入（北陸・東山）,転入（東海）,転入（近畿）,転入（中国）,転入（四国）,転入（九州）,転入（国外）,転入（不詳）,転出（県内）,転出（北海道・東北）,転出（北関東）,転出（南関東）,転出（北陸・東山）,転出（東海）,転出（近畿）,転出（中国）,転出（四国）,転出（九州）,転出（国外）,転出（不詳）,その他の増減
23442,愛知県,知多,知多郡,東浦町,c)外国人,c)女,a)総数,人口増減数（人）,20210101-31,8,3,-,6,-,-,1,-,-,-,-,-,-,3,-,-2,-,-,-,-2,-,-,-,-,-,-1,-,-
23445,愛知県,知多,知多郡,南知多町,c)外国人,c)女,a)総数,人口増減数（人）,20210101-31,56,-,-,2,-,-,-,-,3,-,-,-,-,72,-,-13,-,-,-,-,-1,-1,-,-,-,-5,-,-1
23446,愛知県,知多,知多郡,美浜町,c)外国人,c)女,a)総数,人口増減数（人）,20210101-31,3,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23447,愛知県,知多,知多郡,武豊町,c)外国人,c)女,a)総数,人口増減数（人）,20210101-31,13,-,-,16,-,1,-,-,-,3,-,-,-,3,-,-4,-,-,-,-,-2,-,-,-,-,-4,-,-
23501,愛知県,西三河,額田郡,幸田町,c)外国人,c)女,a)総数,人口増減数（人）,20210101-31,6,1,-,-,3,-,-,-,1,-,-,-,-,4,-,-1,-,-,-,-,-,-,-,-,-,-,-,-2
23561,愛知県,東三河,北設楽郡,設楽町,c)外国人,c)女,a)総数,人口増減数（人）,20210101-31,3,-,-,-,-,-,-,-,2,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23562,愛知県,東三河,北設楽郡,東栄町,c)外国人,c)女,a)総数,人口増減数（人）,20210101-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23563,愛知県,東三河,北設楽郡,豊根村,c)外国人,c)女,a)総数,人口増減数（人）,20210101-31,-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-,-,-,-,-,-,-,-,-
23000,愛知県,―,―,―,a)日外他,a)男女,b) 0～ 4歳,人口増減数（人）,20210101-31,4277,4377,-12,939,30,10,104,14,105,60,20,4,43,122,4,-987,-22,-11,-99,-20,-143,-62,-25,-8,-51,-73,-1,-41
23000,愛知県,―,―,―,a)日外他,a)男女,c) 5～ 9歳,人口増減数（人）,20210101-31,43,-,-,250,3,3,15,4,43,13,4,-,20,137,1,-261,-4,-7,-26,-6,-37,-12,-4,-3,-13,-68,-,-9
23000,愛知県,―,―,―,a)日外他,a)男女,d)10～14歳,人口増減数（人）,20210101-31,49,-,-2,113,7,2,9,3,19,8,5,2,8,99,1,-115,-3,-3,-18,-5,-17,-8,-2,-2,-3,-33,-,-16
23000,愛知県,―,―,―,a)日外他,a)男女,e)15～19歳,人口増減数（人）,20210101-31,396,-,-8,396,6,5,29,17,80,42,7,9,8,520,8,-421,-14,-30,-61,-12,-93,-29,-10,-9,-42,-18,-1,17
23000,愛知県,―,―,―,a)日外他,a)男女,f)20～24歳,人口増減数（人）,20210101-31,1068,-,-10,2319,66,49,302,135,519,275,56,27,110,1484,73,-2444,-57,-42,-480,-88,-512,-245,-66,-30,-140,-201,-,-32
23000,愛知県,―,―,―,a)日外他,a)男女,g)25～29歳,人口増減数（人）,20210101-31,368,-,-9,3455,63,62,421,121,548,291,41,26,112,1020,42,-3656,-53,-60,-552,-120,-516,-298,-49,-24,-125,-301,-1,-70
23000,愛知県,―,―,―,a)日外他,a)男女,h)30～34歳,人口増減数（人）,20210101-31,128,-,-12,2242,57,36,289,66,340,173,56,10,81,619,15,-2316,-51,-34,-293,-34,-384,-188,-43,-27,-82,-279,-,-113
23000,愛知県,―,―,―,a)日外他,a)男女,i)35～39歳,人口増減数（人）,20210101-31,-79,-,-20,1371,34,22,161,32,211,109,26,11,46,335,10,-1444,-32,-24,-201,-39,-197,-104,-41,-8,-69,-199,-1,-68
23000,愛知県,―,―,―,a)日外他,a)男女,j)40～44歳,人口増減数（人）,20210101-31,-68,-,-37,829,25,10,116,21,112,63,13,4,33,239,5,-840,-36,-19,-123,-26,-126,-76,-32,-4,-38,-140,-,-41
23000,愛知県,―,―,―,a)日外他,a)男女,k)45～49歳,人口増減数（人）,20210101-31,-44,-,-69,627,21,6,88,25,97,49,15,1,31,176,1,-625,-22,-7,-105,-25,-107,-63,-23,-4,-21,-89,-,-21
23000,愛知県,―,―,―,a)日外他,a)男女,l)50～54歳,人口増減数（人）,20210101-31,-66,-,-103,510,10,8,68,20,81,45,4,1,27,161,3,-529,-18,-10,-78,-24,-75,-45,-4,-2,-22,-68,-,-26
23000,愛知県,―,―,―,a)日外他,a)男女,m)55～59歳,人口増減数（人）,20210101-31,-150,-,-145,335,7,4,39,10,52,37,1,-,16,99,3,-349,-12,-7,-43,-13,-46,-34,-8,-2,-14,-45,-,-35
23000,愛知県,―,―,―,a)日外他,a)男女,n)60～64歳,人口増減数（人）,20210101-31,-244,-,-216,307,2,2,25,6,26,11,3,2,12,35,-,-314,-6,-3,-22,-6,-25,-16,-9,-1,-28,-17,-,-12
23000,愛知県,―,―,―,a)日外他,a)男女,o)65～69歳,人口増減数（人）,20210101-31,-370,-,-346,175,3,-,16,3,24,10,1,-,7,14,-,-184,-5,-1,-11,-8,-19,-12,-1,-2,-16,-10,-,-8
23000,愛知県,―,―,―,a)日外他,a)男女,p)70～74歳,人口増減数（人）,20210101-31,-791,-,-761,217,1,1,9,2,23,13,-,3,4,5,-,-228,-3,-2,-9,-2,-32,-6,-,-1,-13,-7,-,-5
23000,愛知県,―,―,―,a)日外他,a)男女,q)75～79歳,人口増減数（人）,20210101-31,-987,-,-962,130,-,-,2,1,14,3,1,2,3,1,-,-132,-2,-1,-9,-4,-21,-1,-1,-,-3,-2,-,-6
23000,愛知県,―,―,―,a)日外他,a)男女,r)80～84歳,人口増減数（人）,20210101-31,-1268,-,-1281,149,1,-,9,5,23,6,4,3,1,1,-,-152,-,-,-13,-4,-10,-7,-,-1,-3,-1,-,2
23000,愛知県,―,―,―,a)日外他,a)男女,s)85～89歳,人口増減数（人）,20210101-31,-1646,-,-1639,112,-,3,6,2,12,10,2,1,1,-,-,-117,-1,-,-9,-2,-19,-7,-,-,-2,-1,-,2
23000,愛知県,―,―,―,a)日外他,a)男女,t)90～94歳,人口増減数（人）,20210101-31,-1283,-,-1288,68,1,-,2,2,7,3,-,1,2,1,-,-70,-,-1,-5,-,-5,-2,-,-,-,-,-,1
23000,愛知県,―,―,―,a)日外他,a)男女,u)95～99歳,人口増減数（人）,20210101-31,-577,-,-574,20,-,-,-,1,-,1,-,-,-,-,-,-21,-1,-,-2,-,-2,-,-,-,-,-,-,1
23000,愛知県,―,―,―,a)日外他,a)男女,v)100～104歳,人口増減数（人）,20210101-31,-112,-,-112,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23000,愛知県,―,―,―,a)日外他,a)男女,w)105～109歳,人口増減数（人）,20210101-31,-17,-,-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23000,愛知県,―,―,―,a)日外他,a)男女,x)110歳以上,人口増減数（人）,20210101-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23000,愛知県,―,―,―,a)日外他,a)男女,y)年齢不詳,人口増減数（人）,20210101-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23000,愛知県,―,―,―,b)日本人,a)男女,a)総数,人口増減数（人）,20210101-31,-3604,4187,-7552,12325,284,129,1439,405,1818,990,206,74,502,1205,6,-12917,-270,-165,-1888,-329,-1692,-946,-218,-107,-597,-638,-2,147
23000,愛知県,―,―,―,b)日本人,a)男女,b) 0～ 4歳,人口増減数（人）,20210101-31,4157,4187,-12,868,30,8,102,11,92,59,19,3,43,87,-,-906,-22,-9,-92,-17,-126,-60,-22,-8,-49,-51,-,22
23000,愛知県,―,―,―,b)日本人,a)男女,c) 5～ 9歳,人口増減数（人）,20210101-31,53,-,-,214,3,3,15,4,29,10,4,-,20,103,-,-220,-4,-7,-22,-4,-27,-11,-4,-3,-11,-47,-,8
23000,愛知県,―,―,―,b)日本人,a)男女,d)10～14歳,人口増減数（人）,20210101-31,46,-,-2,99,7,2,8,2,14,7,5,1,8,68,-,-100,-3,-2,-17,-4,-11,-8,-2,-2,-3,-23,-,2
23000,愛知県,―,―,―,b)日本人,a)男女,e)15～19歳,人口増減数（人）,20210101-31,-50,-,-8,288,6,4,17,13,44,24,7,4,8,21,-,-309,-4,-18,-54,-9,-33,-14,-5,-4,-27,-9,-1,9
23000,愛知県,―,―,―,b)日本人,a)男女,f)20～24歳,人口増減数（人）,20210101-31,-101,-,-9,1718,45,24,243,118,381,206,46,18,88,18,-,-1846,-35,-18,-402,-64,-283,-168,-44,-26,-113,-19,-,21
23000,愛知県,―,―,―,b)日本人,a)男女,g)25～29歳,人口増減数（人）,20210101-31,-173,-,-8,2918,49,34,342,98,429,221,33,20,94,90,-,-3109,-40,-35,-492,-77,-355,-200,-36,-16,-102,-60,-,29
23000,愛知県,―,―,―,b)日本人,a)男女,h)30～34歳,人口増減数（人）,20210101-31,-87,-,-12,1871,48,18,237,49,259,137,33,5,69,119,-,-1944,-38,-20,-242,-26,-285,-147,-35,-24,-77,-86,-,4
23000,愛知県,―,―,―,b)日本人,a)男女,i)35～39歳,人口増減数（人）,20210101-31,-39,-,-20,1177,30,13,135,24,167,96,22,8,40,173,1,-1241,-25,-18,-167,-32,-157,-86,-23,-7,-63,-100,-1,15
23000,愛知県,―,―,―,b)日本人,a)男女,j)40～44歳,人口増減数（人）,20210101-31,-19,-,-36,725,23,4,94,17,89,54,10,2,31,159,-,-734,-30,-12,-113,-18,-98,-72,-14,-4,-35,-79,-,18
23000,愛知県,―,―,―,b)日本人,a)男女,k)45～49歳,人口増減数（人）,20210101-31,-33,-,-67,573,19,4,84,22,80,44,12,-,31,114,-,-568,-21,-5,-97,-22,-83,-60,-11,-4,-19,-63,-,4
23000,愛知県,―,―,―,b)日本人,a)男女,l)50～54歳,人口増減数（人）,20210101-31,-38,-,-100,449,9,6,64,17,66,44,4,1,24,134,2,-465,-18,-9,-69,-20,-67,-41,-4,-2,-21,-48,-,6
23000,愛知県,―,―,―,b)日本人,a)男女,m)55～59歳,人口増減数（人）,20210101-31,-110,-,-141,300,7,4,36,10,44,35,1,-,16,78,3,-313,-12,-5,-43,-12,-41,-31,-8,-2,-13,-32,-,9
23000,愛知県,―,―,―,b)日本人,a)男女,n)60～64歳,人口増減数（人）,20210101-31,-233,-,-213,280,2,1,23,5,24,8,2,2,12,28,-,-286,-6,-2,-21,-5,-23,-15,-8,-1,-27,-12,-,-1
23000,愛知県,―,―,―,b)日本人,a)男女,o)65～69歳,人口増減数（人）,20210101-31,-361,-,-342,164,3,-,14,3,22,10,1,-,7,9,-,-174,-5,-1,-11,-7,-17,-11,-1,-2,-16,-6,-,-1
23000,愛知県,―,―,―,b)日本人,a)男女,p)70～74歳,人口増減数（人）,20210101-31,-772,-,-750,210,1,1,6,1,23,13,-,3,4,4,-,-220,-3,-2,-9,-2,-30,-6,-,-1,-13,-2,-,-
23000,愛知県,―,―,―,b)日本人,a)男女,q)75～79歳,人口増減数（人）,20210101-31,-975,-,-954,128,-,-,2,1,13,2,1,2,3,-,-,-129,-2,-1,-8,-4,-20,-1,-1,-,-3,-,-,-4
23000,愛知県,―,―,―,b)日本人,a)男女,r)80～84歳,人口増減数（人）,20210101-31,-1257,-,-1271,145,1,-,9,5,23,6,4,3,1,-,-,-148,-,-,-13,-4,-10,-6,-,-1,-3,-,-,2
23000,愛知県,―,―,―,b)日本人,a)男女,s)85～89歳,人口増減数（人）,20210101-31,-1630,-,-1624,112,-,3,6,2,12,10,2,1,1,-,-,-116,-1,-,-9,-2,-19,-7,-,-,-2,-1,-,2
23000,愛知県,―,―,―,b)日本人,a)男女,t)90～94歳,人口増減数（人）,20210101-31,-1276,-,-1280,66,1,-,2,2,7,3,-,1,2,-,-,-68,-,-1,-5,-,-5,-2,-,-,-,-,-,1
23000,愛知県,―,―,―,b)日本人,a)男女,u)95～99歳,人口増減数（人）,20210101-31,-577,-,-574,20,-,-,-,1,-,1,-,-,-,-,-,-21,-1,-,-2,-,-2,-,-,-,-,-,-,1
23000,愛知県,―,―,―,b)日本人,a)男女,v)100～104歳,人口増減数（人）,20210101-31,-112,-,-112,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23000,愛知県,―,―,―,b)日本人,a)男女,w)105～109歳,人口増減数（人）,20210101-31,-17,-,-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23000,愛知県,―,―,―,b)日本人,a)男女,x)110歳以上,人口増減数（人）,20210101-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23000,愛知県,―,―,―,b)日本人,a)男女,y)年齢不詳,人口増減数（人）,20210101-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23000,愛知県,―,―,―,c)外国人,a)男女,a)総数,人口増減数（人）,20210101-31,2231,190,-71,2239,53,94,271,85,518,232,53,33,63,3863,160,-2288,-72,-97,-271,-109,-694,-269,-100,-21,-88,-914,-2,-627
23000,愛知県,―,―,―,c)外国人,a)男女,b) 0～ 4歳,人口増減数（人）,20210101-31,120,190,-,71,-,2,2,3,13,1,1,1,-,35,4,-81,-,-2,-7,-3,-17,-2,-3,-,-2,-22,-1,-63
23000,愛知県,―,―,―,c)外国人,a)男女,c) 5～ 9歳,人口増減数（人）,20210101-31,-10,-,-,36,-,-,-,-,14,3,-,-,-,34,1,-41,-,-,-4,-2,-10,-1,-,-,-2,-21,-,-17
23000,愛知県,―,―,―,c)外国人,a)男女,d)10～14歳,人口増減数（人）,20210101-31,3,-,-,14,-,-,1,1,5,1,-,1,-,31,1,-15,-,-1,-1,-1,-6,-,-,-,-,-10,-,-18
23000,愛知県,―,―,―,c)外国人,a)男女,e)15～19歳,人口増減数（人）,20210101-31,446,-,-,108,-,1,12,4,36,18,-,5,-,499,8,-112,-10,-12,-7,-3,-60,-15,-5,-5,-15,-9,-,8
23000,愛知県,―,―,―,c)外国人,a)男女,f)20～24歳,人口増減数（人）,20210101-31,1169,-,-1,601,21,25,59,17,138,69,10,9,22,1466,73,-598,-22,-24,-78,-24,-229,-77,-22,-4,-27,-182,-,-53
23000,愛知県,―,―,―,c)外国人,a)男女,g)25～29歳,人口増減数（人）,20210101-31,541,-,-1,537,14,28,79,23,119,70,8,6,18,930,42,-547,-13,-25,-60,-43,-161,-98,-13,-8,-23,-241,-1,-99
23000,愛知県,―,―,―,c)外国人,a)男女,h)30～34歳,人口増減数（人）,20210101-31,215,-,-,371,9,18,52,17,81,36,23,5,12,500,15,-372,-13,-14,-51,-8,-99,-41,-8,-3,-5,-193,-,-117
23000,愛知県,―,―,―,c)外国人,a)男女,i)35～39歳,人口増減数（人）,20210101-31,-40,-,-,194,4,9,26,8,44,13,4,3,6,162,9,-203,-7,-6,-34,-7,-40,-18,-18,-1,-6,-99,-,-83
23000,愛知県,―,―,―,c)外国人,a)男女,j)40～44歳,人口増減数（人）,20210101-31,-49,-,-1,104,2,6,22,4,23,9,3,2,2,80,5,-106,-6,-7,-10,-8,-28,-4,-18,-,-3,-61,-,-59
23000,愛知県,―,―,―,c)外国人,a)男女,k)45～49歳,人口増減数（人）,20210101-31,-11,-,-2,54,2,2,4,3,17,5,3,1,-,62,1,-57,-1,-2,-8,-3,-24,-3,-12,-,-2,-26,-,-25
23000,愛知県,―,―,―,c)外国人,a)男女,l)50～54歳,人口増減数（人）,20210101-31,-28,-,-3,61,1,2,4,3,15,1,-,-,3,27,1,-64,-,-1,-9,-4,-8,-4,-,-,-1,-20,-,-32
23000,愛知県,―,―,―,c)外国人,a)男女,m)55～59歳,人口増減数（人）,20210101-31,-40,-,-4,35,-,-,3,-,8,2,-,-,-,21,-,-36,-,-2,-,-1,-5,-3,-,-,-1,-13,-,-44
23000,愛知県,―,―,―,c)外国人,a)男女,n)60～64歳,人口増減数（人）,20210101-31,-11,-,-3,27,-,1,2,1,2,3,1,-,-,7,-,-28,-,-1,-1,-1,-2,-1,-1,-,-1,-5,-,-11
23000,愛知県,―,―,―,c)外国人,a)男女,o)65～69歳,人口増減数（人）,20210101-31,-9,-,-4,11,-,-,2,-,2,-,-,-,-,5,-,-10,-,-,-,-1,-2,-1,-,-,-,-4,-,-7
23000,愛知県,―,―,―,c)外国人,a)男女,p)70～74歳,人口増減数（人）,20210101-31,-19,-,-11,7,-,-,3,1,-,-,-,-,-,1,-,-8,-,-,-,-,-2,-,-,-,-,-5,-,-5
23000,愛知県,―,―,―,c)外国人,a)男女,q)75～79歳,人口増減数（人）,20210101-31,-12,-,-8,2,-,-,-,-,1,1,-,-,-,1,-,-3,-,-,-1,-,-1,-,-,-,-,-2,-,-2
23000,愛知県,―,―,―,c)外国人,a)男女,r)80～84歳,人口増減数（人）,20210101-31,-11,-,-10,4,-,-,-,-,-,-,-,-,-,1,-,-4,-,-,-,-,-,-1,-,-,-,-1,-,-
23000,愛知県,―,―,―,c)外国人,a)男女,s)85～89歳,人口増減数（人）,20210101-31,-16,-,-15,-,-,-,-,-,-,-,-,-,-,-,-,-1,-,-,-,-,-,-,-,-,-,-,-,-
23000,愛知県,―,―,―,c)外国人,a)男女,t)90～94歳,人口増減数（人）,20210101-31,-7,-,-8,2,-,-,-,-,-,-,-,-,-,1,-,-2,-,-,-,-,-,-,-,-,-,-,-,-
23000,愛知県,―,―,―,c)外国人,a)男女,u)95～99歳,人口増減数（人）,20210101-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23000,愛知県,―,―,―,c)外国人,a)男女,v)100～104歳,人口増減数（人）,20210101-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23000,愛知県,―,―,―,c)外国人,a)男女,w)105～109歳,人口増減数（人）,20210101-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23000,愛知県,―,―,―,c)外国人,a)男女,x)110歳以上,人口増減数（人）,20210101-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23000,愛知県,―,―,―,c)外国人,a)男女,y)年齢不詳,人口増減数（人）,20210101-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
