コード,県,ブロック,郡市,区町村,国籍区分,性別,年齢区分,内容,期間,増減数,出生,死亡,転入（県内）,転入（北海道・東北）,転入（北関東）,転入（南関東）,転入（北陸・東山）,転入（東海）,転入（近畿）,転入（中国）,転入（四国）,転入（九州）,転入（国外）,転入（不詳）,転出（県内）,転出（北海道・東北）,転出（北関東）,転出（南関東）,転出（北陸・東山）,転出（東海）,転出（近畿）,転出（中国）,転出（四国）,転出（九州）,転出（国外）,転出（不詳）,その他の増減,
23424,愛知県,尾張中西部・海部,海部郡,大治町,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,5,-,-,2,-,-,-,-,3,1,-,-,-,2,-,-1,-,-,-,-,-,-,-,-,-,-1,-,-1,
23425,愛知県,尾張中西部・海部,海部郡,蟹江町,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-2,-,-,4,-,-,1,2,1,-,1,1,1,8,-,-7,-,-,-,-2,-2,-1,-,-,-,-9,-,-,
23427,愛知県,尾張中西部・海部,海部郡,飛島村,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-7,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-1,-,-,-,-,-,-,-,-,-,-10,-,-,
23441,愛知県,知多,知多郡,阿久比町,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-1,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-3,-,-,-5,-,-1,-,-,-,-,-1,-,3,
23442,愛知県,知多,知多郡,東浦町,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,1,1,-,3,-,-,1,-,1,-,-,-,1,4,-,-4,-,-,-,-,-1,-,-,-,-,-5,-,-,
23445,愛知県,知多,知多郡,南知多町,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-8,-,-,6,-,1,-,-,1,-,-,-,1,17,-,-14,-5,-,-,-,-5,-2,-,-,-,-7,-,-1,
23446,愛知県,知多,知多郡,美浜町,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-,-,-,5,-,-,-,-,-,1,1,-,-,25,-,-9,-,-,-2,-,-4,-14,-2,-,-,-1,-,-,
23447,愛知県,知多,知多郡,武豊町,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-2,-,-,7,-,-,1,-,-,1,-,-,-,5,-,-4,-,-,-,-1,-1,-,-,-,-,-10,-,-,
23501,愛知県,西三河,額田郡,幸田町,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-,1,-,4,-,-,1,1,1,-,-,-,-,5,-,-8,-,-,-1,-,-1,-,-2,-,-,-2,-,1,
23561,愛知県,東三河,北設楽郡,設楽町,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23562,愛知県,東三河,北設楽郡,東栄町,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23563,愛知県,東三河,北設楽郡,豊根村,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23000,愛知県,―,―,―,a)日外,a)男女,b) 0～ 4歳,人口増減数（人）,20240101-31,4133,4096,-8,794,14,3,95,16,111,61,10,-,36,162,-,-809,-17,-7,-81,-12,-113,-55,-13,-4,-33,-98,-,-15,
23000,愛知県,―,―,―,a)日外,a)男女,c) 5～ 9歳,人口増減数（人）,20240101-31,84,-,-5,217,7,5,34,10,34,19,10,2,18,182,-,-226,-7,-2,-23,-3,-36,-24,-6,-,-18,-101,-,-3,
23000,愛知県,―,―,―,a)日外,a)男女,d)10～14歳,人口増減数（人）,20240101-31,47,-,-1,122,3,1,12,2,18,1,2,2,12,128,-,-125,-2,-,-10,-,-19,-8,-4,-1,-8,-77,-,-1,
23000,愛知県,―,―,―,a)日外,a)男女,e)15～19歳,人口増減数（人）,20240101-31,154,-,-8,487,11,4,27,17,69,31,9,6,13,348,-,-485,-15,-5,-71,-14,-116,-33,-11,-3,-40,-63,-1,-3,
23000,愛知県,―,―,―,a)日外,a)男女,f)20～24歳,人口増減数（人）,20240101-31,250,-,-12,2478,88,47,283,140,536,261,64,44,135,1206,1,-2532,-64,-45,-569,-86,-514,-294,-48,-16,-142,-626,-2,-83,
23000,愛知県,―,―,―,a)日外,a)男女,g)25～29歳,人口増減数（人）,20240101-31,-84,-,-18,3767,61,70,499,121,620,310,86,35,137,1074,-,-3893,-61,-78,-700,-109,-556,-384,-52,-21,-116,-810,-2,-64,
23000,愛知県,―,―,―,a)日外,a)男女,h)30～34歳,人口増減数（人）,20240101-31,-44,-,-10,2211,49,38,303,66,390,187,51,18,89,746,1,-2302,-56,-44,-405,-55,-359,-189,-29,-14,-108,-600,-1,-21,
23000,愛知県,―,―,―,a)日外,a)男女,i)35～39歳,人口増減数（人）,20240101-31,30,-,-37,1232,36,22,198,55,200,123,34,10,51,440,1,-1274,-39,-17,-194,-38,-232,-106,-33,-8,-68,-299,-,-27,
23000,愛知県,―,―,―,a)日外,a)男女,j)40～44歳,人口増減数（人）,20240101-31,52,-,-32,767,22,16,109,28,123,68,32,2,46,317,-,-802,-18,-12,-124,-33,-130,-52,-20,-3,-41,-193,-1,-17,
23000,愛知県,―,―,―,a)日外,a)男女,k)45～49歳,人口増減数（人）,20240101-31,-91,-,-73,583,23,19,76,25,101,38,13,6,28,234,-,-600,-21,-16,-100,-19,-130,-47,-12,-6,-48,-158,-1,-6,
23000,愛知県,―,―,―,a)日外,a)男女,l)50～54歳,人口増減数（人）,20240101-31,-84,-,-149,609,17,7,67,23,75,44,10,9,31,185,-,-591,-16,-7,-79,-17,-73,-62,-18,-4,-33,-116,-,4,
23000,愛知県,―,―,―,a)日外,a)男女,m)55～59歳,人口増減数（人）,20240101-31,-148,-,-181,418,14,2,57,15,63,33,10,7,20,120,-,-425,-12,-5,-57,-18,-74,-27,-4,-3,-26,-72,-2,-1,
23000,愛知県,―,―,―,a)日外,a)男女,n)60～64歳,人口増減数（人）,20240101-31,-226,-,-226,287,8,-,33,10,45,7,8,4,14,62,-,-286,-7,-1,-37,-9,-45,-33,-5,-4,-28,-29,-,6,
23000,愛知県,―,―,―,a)日外,a)男女,o)65～69歳,人口増減数（人）,20240101-31,-383,-,-343,179,1,-,12,1,29,7,1,3,6,22,-,-189,-3,-1,-15,-5,-23,-14,-1,-3,-16,-28,-,-3,
23000,愛知県,―,―,―,a)日外,a)男女,p)70～74歳,人口増減数（人）,20240101-31,-613,-,-625,180,2,1,18,3,22,12,1,1,3,9,-,-183,-1,-,-15,-3,-23,-7,-2,-,-6,-10,-,10,
23000,愛知県,―,―,―,a)日外,a)男女,q)75～79歳,人口増減数（人）,20240101-31,-987,-,-987,156,1,-,14,3,16,9,2,2,4,8,-,-157,-,-1,-10,-4,-17,-13,-,-1,-6,-9,-,3,
23000,愛知県,―,―,―,a)日外,a)男女,r)80～84歳,人口増減数（人）,20240101-31,-1468,-,-1469,155,2,1,8,3,7,11,1,2,9,2,-,-159,-1,-3,-14,-2,-14,-3,-1,-,-1,-1,-,-1,
23000,愛知県,―,―,―,a)日外,a)男女,s)85～89歳,人口増減数（人）,20240101-31,-1796,-,-1803,127,2,-,9,3,13,7,1,1,3,-,-,-128,-1,-1,-7,-3,-10,-3,-2,-2,-3,-,-,1,
23000,愛知県,―,―,―,a)日外,a)男女,t)90～94歳,人口増減数（人）,20240101-31,-1507,-,-1516,77,1,-,-,3,10,9,1,1,2,-,-,-76,-,-,-5,-,-11,-2,-,-,-1,-1,-,1,
23000,愛知県,―,―,―,a)日外,a)男女,u)95～99歳,人口増減数（人）,20240101-31,-760,-,-759,22,-,-,-,-,3,-,1,-,-,-,-,-22,-,-,-1,-,-2,-,-,-,-1,-,-,-1,
23000,愛知県,―,―,―,a)日外,a)男女,x)100歳以上,人口増減数（人）,20240101-31,-206,-,-206,4,-,-,-,-,-,-,-,-,-,-,-,-4,-,-,-,-,-,-,-,-,-,-,-,-,
23000,愛知県,―,―,―,b)日本人,a)男女,a)総数,人口増減数（人）,20240101-31,-4497,3888,-8399,12488,306,153,1579,420,1900,989,252,118,566,1332,1,-12817,-263,-131,-2099,-316,-1677,-1027,-203,-76,-638,-1004,-2,163,
23000,愛知県,―,―,―,b)日本人,a)男女,b) 0～ 4歳,人口増減数（人）,20240101-31,3891,3888,-8,750,13,3,91,16,99,56,8,-,35,81,-,-763,-17,-6,-80,-12,-99,-53,-12,-4,-33,-73,-,11,
23000,愛知県,―,―,―,b)日本人,a)男女,c) 5～ 9歳,人口増減数（人）,20240101-31,43,-,-4,192,7,3,31,9,26,14,8,2,18,119,-,-197,-7,-2,-23,-1,-27,-22,-5,-,-18,-88,-,8,
23000,愛知県,―,―,―,b)日本人,a)男女,d)10～14歳,人口増減数（人）,20240101-31,9,-,-1,98,3,1,7,2,9,1,1,2,12,80,-,-99,-2,-,-9,-,-15,-7,-3,-1,-8,-65,-,3,
23000,愛知県,―,―,―,b)日本人,a)男女,e)15～19歳,人口増減数（人）,20240101-31,-55,-,-8,350,9,3,12,13,38,23,4,4,13,28,-,-353,-5,-4,-55,-8,-46,-25,-4,-2,-25,-23,-,6,
23000,愛知県,―,―,―,b)日本人,a)男女,f)20～24歳,人口増減数（人）,20240101-31,-72,-,-12,1800,70,26,236,101,374,203,42,35,108,33,1,-1853,-41,-19,-473,-64,-290,-180,-33,-11,-103,-49,-,27,
23000,愛知県,―,―,―,b)日本人,a)男女,g)25～29歳,人口増減数（人）,20240101-31,-137,-,-18,3172,45,41,401,76,473,241,61,23,107,103,-,-3274,-43,-35,-560,-80,-364,-270,-41,-16,-99,-108,-1,29,
23000,愛知県,―,―,―,b)日本人,a)男女,h)30～34歳,人口増減数（人）,20240101-31,-43,-,-10,1838,39,26,257,55,295,132,31,8,66,127,-,-1912,-41,-21,-319,-31,-224,-140,-22,-11,-87,-121,-,22,
23000,愛知県,―,―,―,b)日本人,a)男女,i)35～39歳,人口増減数（人）,20240101-31,1,-,-37,1046,34,12,173,44,151,103,28,8,44,154,-,-1084,-31,-14,-161,-23,-153,-88,-26,-7,-60,-124,-,12,
23000,愛知県,―,―,―,b)日本人,a)男女,j)40～44歳,人口増減数（人）,20240101-31,12,-,-31,665,19,13,97,24,94,55,22,2,44,158,-,-692,-15,-6,-105,-27,-97,-47,-19,-3,-39,-102,-,2,
23000,愛知県,―,―,―,b)日本人,a)男女,k)45～49歳,人口増減数（人）,20240101-31,-86,-,-70,526,20,16,67,23,83,34,11,6,28,150,-,-539,-21,-7,-93,-15,-107,-41,-9,-5,-46,-102,-1,6,
23000,愛知県,―,―,―,b)日本人,a)男女,l)50～54歳,人口増減数（人）,20240101-31,-72,-,-146,547,17,5,66,21,67,40,10,8,31,131,-,-525,-16,-6,-72,-12,-60,-60,-16,-3,-33,-76,-,10,
23000,愛知県,―,―,―,b)日本人,a)男女,m)55～59歳,人口増減数（人）,20240101-31,-118,-,-175,364,14,2,55,13,57,26,10,6,20,98,-,-371,-12,-4,-49,-17,-58,-25,-3,-3,-25,-47,-,6,
23000,愛知県,―,―,―,b)日本人,a)男女,n)60～64歳,人口増減数（人）,20240101-31,-230,-,-223,265,7,-,28,7,40,7,8,4,13,40,-,-264,-6,-1,-33,-9,-41,-30,-4,-4,-28,-14,-,8,
23000,愛知県,―,―,―,b)日本人,a)男女,o)65～69歳,人口増減数（人）,20240101-31,-354,-,-339,164,1,-,11,1,26,7,1,3,6,18,-,-172,-3,-1,-15,-5,-21,-12,-1,-3,-16,-5,-,1,
23000,愛知県,―,―,―,b)日本人,a)男女,p)70～74歳,人口増減数（人）,20240101-31,-607,-,-619,175,2,1,17,3,21,12,1,1,3,5,-,-178,-1,-,-15,-3,-22,-7,-2,-,-6,-4,-,9,
23000,愛知県,―,―,―,b)日本人,a)男女,q)75～79歳,人口増減数（人）,20240101-31,-974,-,-974,154,1,-,14,3,14,8,2,2,4,5,-,-155,-,-1,-10,-4,-16,-12,-,-1,-6,-3,-,1,
23000,愛知県,―,―,―,b)日本人,a)男女,r)80～84歳,人口増減数（人）,20240101-31,-1458,-,-1461,153,2,1,7,3,7,11,1,2,9,2,-,-157,-1,-3,-14,-2,-14,-3,-1,-,-1,-,-,1,
23000,愛知県,―,―,―,b)日本人,a)男女,s)85～89歳,人口増減数（人）,20240101-31,-1784,-,-1791,126,2,-,9,3,13,7,1,1,3,-,-,-127,-1,-1,-7,-3,-10,-3,-2,-2,-3,-,-,1,
23000,愛知県,―,―,―,b)日本人,a)男女,t)90～94歳,人口増減数（人）,20240101-31,-1500,-,-1510,77,1,-,-,3,10,9,1,1,2,-,-,-76,-,-,-5,-,-11,-2,-,-,-1,-,-,1,
23000,愛知県,―,―,―,b)日本人,a)男女,u)95～99歳,人口増減数（人）,20240101-31,-757,-,-756,22,-,-,-,-,3,-,1,-,-,-,-,-22,-,-,-1,-,-2,-,-,-,-1,-,-,-1,
23000,愛知県,―,―,―,b)日本人,a)男女,x)100歳以上,人口増減数（人）,20240101-31,-206,-,-206,4,-,-,-,-,-,-,-,-,-,-,-,-4,-,-,-,-,-,-,-,-,-,-,-,-,
23000,愛知県,―,―,―,c)外国人,a)男女,a)総数,人口増減数（人）,20240101-31,850,208,-69,2384,56,83,275,124,585,249,95,37,91,3913,2,-2451,-78,-114,-418,-114,-820,-329,-58,-17,-105,-2287,-8,-384,
23000,愛知県,―,―,―,c)外国人,a)男女,b) 0～ 4歳,人口増減数（人）,20240101-31,242,208,-,44,1,-,4,-,12,5,2,-,1,81,-,-46,-,-1,-1,-,-14,-2,-1,-,-,-25,-,-26,
23000,愛知県,―,―,―,c)外国人,a)男女,c) 5～ 9歳,人口増減数（人）,20240101-31,41,-,-1,25,-,2,3,1,8,5,2,-,-,63,-,-29,-,-,-,-2,-9,-2,-1,-,-,-13,-,-11,
23000,愛知県,―,―,―,c)外国人,a)男女,d)10～14歳,人口増減数（人）,20240101-31,38,-,-,24,-,-,5,-,9,-,1,-,-,48,-,-26,-,-,-1,-,-4,-1,-1,-,-,-12,-,-4,
23000,愛知県,―,―,―,c)外国人,a)男女,e)15～19歳,人口増減数（人）,20240101-31,209,-,-,137,2,1,15,4,31,8,5,2,-,320,-,-132,-10,-1,-16,-6,-70,-8,-7,-1,-15,-40,-1,-9,
23000,愛知県,―,―,―,c)外国人,a)男女,f)20～24歳,人口増減数（人）,20240101-31,322,-,-,678,18,21,47,39,162,58,22,9,27,1173,-,-679,-23,-26,-96,-22,-224,-114,-15,-5,-39,-577,-2,-110,
23000,愛知県,―,―,―,c)外国人,a)男女,g)25～29歳,人口増減数（人）,20240101-31,53,-,-,595,16,29,98,45,147,69,25,12,30,971,-,-619,-18,-43,-140,-29,-192,-114,-11,-5,-17,-702,-1,-93,
23000,愛知県,―,―,―,c)外国人,a)男女,h)30～34歳,人口増減数（人）,20240101-31,-1,-,-,373,10,12,46,11,95,55,20,10,23,619,1,-390,-15,-23,-86,-24,-135,-49,-7,-3,-21,-479,-1,-43,
23000,愛知県,―,―,―,c)外国人,a)男女,i)35～39歳,人口増減数（人）,20240101-31,29,-,-,186,2,10,25,11,49,20,6,2,7,286,1,-190,-8,-3,-33,-15,-79,-18,-7,-1,-8,-175,-,-39,
23000,愛知県,―,―,―,c)外国人,a)男女,j)40～44歳,人口増減数（人）,20240101-31,40,-,-1,102,3,3,12,4,29,13,10,-,2,159,-,-110,-3,-6,-19,-6,-33,-5,-1,-,-2,-91,-1,-19,
23000,愛知県,―,―,―,c)外国人,a)男女,k)45～49歳,人口増減数（人）,20240101-31,-5,-,-3,57,3,3,9,2,18,4,2,-,-,84,-,-61,-,-9,-7,-4,-23,-6,-3,-1,-2,-56,-,-12,
23000,愛知県,―,―,―,c)外国人,a)男女,l)50～54歳,人口増減数（人）,20240101-31,-12,-,-3,62,-,2,1,2,8,4,-,1,-,54,-,-66,-,-1,-7,-5,-13,-2,-2,-1,-,-40,-,-6,
23000,愛知県,―,―,―,c)外国人,a)男女,m)55～59歳,人口増減数（人）,20240101-31,-30,-,-6,54,-,-,2,2,6,7,-,1,-,22,-,-54,-,-1,-8,-1,-16,-2,-1,-,-1,-25,-2,-7,
23000,愛知県,―,―,―,c)外国人,a)男女,n)60～64歳,人口増減数（人）,20240101-31,4,-,-3,22,1,-,5,3,5,-,-,-,1,22,-,-22,-1,-,-4,-,-4,-3,-1,-,-,-15,-,-2,
23000,愛知県,―,―,―,c)外国人,a)男女,o)65～69歳,人口増減数（人）,20240101-31,-29,-,-4,15,-,-,1,-,3,-,-,-,-,4,-,-17,-,-,-,-,-2,-2,-,-,-,-23,-,-4,
23000,愛知県,―,―,―,c)外国人,a)男女,p)70～74歳,人口増減数（人）,20240101-31,-6,-,-6,5,-,-,1,-,1,-,-,-,-,4,-,-5,-,-,-,-,-1,-,-,-,-,-6,-,1,
23000,愛知県,―,―,―,c)外国人,a)男女,q)75～79歳,人口増減数（人）,20240101-31,-13,-,-13,2,-,-,-,-,2,1,-,-,-,3,-,-2,-,-,-,-,-1,-1,-,-,-,-6,-,2,
23000,愛知県,―,―,―,c)外国人,a)男女,r)80～84歳,人口増減数（人）,20240101-31,-10,-,-8,2,-,-,1,-,-,-,-,-,-,-,-,-2,-,-,-,-,-,-,-,-,-,-1,-,-2,
23000,愛知県,―,―,―,c)外国人,a)男女,s)85～89歳,人口増減数（人）,20240101-31,-12,-,-12,1,-,-,-,-,-,-,-,-,-,-,-,-1,-,-,-,-,-,-,-,-,-,-,-,-,
23000,愛知県,―,―,―,c)外国人,a)男女,t)90～94歳,人口増減数（人）,20240101-31,-7,-,-6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-,-,
23000,愛知県,―,―,―,c)外国人,a)男女,u)95～99歳,人口増減数（人）,20240101-31,-3,-,-3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23000,愛知県,―,―,―,c)外国人,a)男女,x)100歳以上,人口増減数（人）,20240101-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
